Neighborhood,Status,Summary,Address,Created at Local,Acknowledged at Local,Closed at Local,Time
V,Archived,ADS: Garbage Missed Pick-up,"2540 Delaware Ave Macon, GA 31204, USA",05/14/2020  09:35 AM,05/14/2020  02:54 PM,05/30/2020  11:44 AM,16.08958333
,Archived,PROPERTY MAINT - Vacant\Abandoned\Dilapidated,"765 Pinewood Dr Macon GA 31204, United States",05/14/2020  09:40 AM,05/15/2020  07:00 AM,05/15/2020  02:19 PM,1.19375
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2652 Vineville Ave Macon GA 31204, United States",05/14/2020  10:33 AM, ,07/22/2020  12:52 PM,69.09652778
V,Archived,ADS: Garbage Missed Pick-up,"261 Pio Nono Ave Macon, GA, 31204, USA",05/14/2020  11:50 AM,05/15/2020  08:59 AM,05/30/2020  11:45 AM,15.99652778
,Archived,S-WASTE: Furniture/Appliances,"2457 Kingsley Dr Macon, GA, 31204, USA",05/14/2020  12:19 PM,08/17/2020  09:38 AM,08/24/2020  12:51 PM,102.0222222
,Archived,P-WORKS: Right-of-Way,"3404 Shenandoah Dr Macon, GA, 31204, USA",05/14/2020  04:47 PM, ,07/22/2020  12:52 PM,68.83680556
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"710 Woodridge Dr Macon, GA, 31204, USA",05/14/2020  05:10 PM, ,07/22/2020  12:53 PM,68.82152778
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"211 Buford Pl Macon GA 31204, United States",05/14/2020  08:42 PM, ,07/22/2020  12:53 PM,68.67430556
V,Open,TRAFFIC ENG: Study Request,"250-294 Clisby Pl Macon, GA, 31204, USA",05/15/2020  12:09 AM, , ,#VALUE!
,Archived,ADS: Recycling Cart,"770 Newton Pl Macon, GA, 31204, USA",05/15/2020  07:53 AM,05/15/2020  08:15 AM,06/01/2020  09:39 AM,17.07361111
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"592 Rogers Dr Macon, GA, 31204, USA",05/15/2020  09:56 AM, ,07/22/2020  01:08 PM,68.13333333
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2111–2163 Old Holton Rd Macon GA 31204, United States",05/15/2020  10:11 AM, ,05/20/2020  08:25 AM,4.926388889
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2287 Wildwood Dr Macon, GA, 31204, USA",05/15/2020  11:16 AM, ,07/22/2020  01:08 PM,68.07777778
,Acknowledged,Other,"572 Pierce Dr W Macon GA 31204, United States",05/15/2020  11:34 AM,05/15/2020  01:50 PM, ,#VALUE!
,Archived,ADS: Garbage Missed Pick-up,"1332 Dent St Macon, GA, 31206, USA",05/15/2020  11:46 AM,05/18/2020  06:15 AM,05/30/2020  11:47 AM,15.00069444
V,Acknowledged,ADS: Garbage Cart,"327 Pierce Ave Macon, GA, 31204, USA",05/15/2020  01:49 PM,06/26/2020  01:39 PM, ,#VALUE!
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"1389 Ernest St Macon, GA, 31204, USA",05/15/2020  02:30 PM, ,07/22/2020  01:10 PM,67.94444444
,Archived,P-WORKS: Pot hole,"3180 Blake Ln Macon, GA, 31204, USA",05/15/2020  02:40 PM,05/18/2020  07:51 AM,05/19/2020  05:14 PM,4.106944444
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"433 Pinecrest Rd Macon, GA, 31204, USA",05/15/2020  03:08 PM, ,07/22/2020  01:10 PM,67.91805556
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"Ridgeland Ave Macon, GA, 31204, USA",05/15/2020  05:18 PM, ,07/22/2020  01:12 PM,67.82916667
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"788 Thurmond Dr Macon, GA 31204, USA",05/15/2020  10:29 PM, ,07/15/2020  06:11 AM,60.32083333
,Archived,S-WASTE: Furniture/Appliances,"510 Pinecrest Rd Macon, GA 31204, USA",05/16/2020  10:19 AM, ,07/16/2020  07:18 AM,60.87430556
,Archived,ADS: Garbage Missed Pick-up,"440 Bonnie Dr Macon GA 31204, United States",05/16/2020  10:25 AM,05/18/2020  09:29 AM,05/30/2020  11:49 AM,14.05833333
,Archived,ADS: Recycling Missed Pick-up,"760 Claburn Rd Macon, GA, 31204, USA",05/16/2020  01:14 PM,05/18/2020  09:40 AM,05/30/2020  11:51 AM,13.94236111
,Archived,ADS: Recycling Cart,"2338 Old Holton Rd Macon, GA, 31204, USA",05/17/2020  05:45 PM,05/19/2020  10:30 AM,06/01/2020  09:34 AM,14.65902778
V,Archived,ADS: Recycling Cart,"267 Hines Ter Macon, GA, 31204, USA",05/17/2020  07:04 PM,05/19/2020  10:28 AM,06/01/2020  09:30 AM,14.60138889
,Acknowledged,ADS: Recycling Cart,"433 Pinecrest Rd Macon, GA, 31204, USA",05/17/2020  09:20 PM,05/19/2020  10:10 AM, ,#VALUE!
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"182 Pio Nono Ave Macon GA 31204, United States",05/17/2020  10:18 PM,08/17/2020  09:40 AM,08/24/2020  12:51 PM,98.60625
,Archived,ADS: Garbage Cart,"3320 Guthrie Dr Macon, GA, 31204, USA",05/18/2020  10:24 AM,05/28/2020  01:23 PM,06/05/2020  11:33 AM,18.04791667
V,Acknowledged,ADS: Additional/Extra Garbage Cart,"283 Clisby Pl Macon, GA, 31204, USA",05/18/2020  01:06 PM,05/18/2020  01:08 PM, ,#VALUE!
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"189 Cleveland Ave Macon, GA, 31204, USA",05/18/2020  04:43 PM,08/17/2020  09:41 AM,08/24/2020  12:52 PM,97.83958333
,Acknowledged,ADS: Garbage Cart,"3060 Montpelier Pl Macon GA 31204, United States",05/18/2020  07:17 PM,05/19/2020  07:13 AM, ,#VALUE!
,Archived,P-WORKS: Street/Asphalt,"860 Pierce Ave Macon, GA, 31204, USA",05/19/2020  12:35 AM,06/29/2020  02:59 PM,07/20/2020  06:42 AM,62.25486111
,Archived,S-WASTE: Furniture/Appliances,"2721 Cowan Dr Macon, GA, 31204, USA",05/19/2020  08:48 AM, ,05/20/2020  08:13 AM,0.975694444
PH,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"144 Culver St Macon, GA, 31204, USA",05/19/2020  11:08 AM,08/17/2020  09:42 AM,08/24/2020  12:53 PM,97.07291667
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2554 S Nancelon Cir Macon GA 31204, United States",05/19/2020  11:31 AM, ,06/12/2020  03:03 PM,24.14722222
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2960 Crestline Dr Macon, GA, 31204, USA",05/19/2020  11:59 AM, ,06/18/2020  10:46 AM,29.94930556
,Archived,S-WASTE: Furniture/Appliances,"3392 Guthrie Dr Macon, GA, 31204, USA",05/19/2020  01:01 PM,08/17/2020  09:43 AM,08/24/2020  01:07 PM,97.00416667
,Archived,S-WASTE: Illegal dumping,"3085 Gledhill St Macon GA 31204, United States",05/19/2020  01:58 PM, ,07/09/2020  04:22 PM,51.1
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2941 Victoria Cir Macon, GA, 31204, USA",05/19/2020  02:13 PM, ,06/18/2020  10:48 AM,29.85763889
V,Archived,ADS: Garbage Cart,"327 Pierce Ave Macon, GA, 31204, USA",05/19/2020  02:13 PM,05/28/2020  01:58 PM,05/28/2020  01:59 PM,8.990277778
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"1611 Selma Pl Macon, GA, 31204, USA",05/19/2020  03:21 PM,08/17/2020  09:43 AM,08/24/2020  01:07 PM,96.90694444
,Archived,P-WORKS: Pot hole,"Anthony Cir Macon, GA, 31206, USA",05/19/2020  05:02 PM,05/19/2020  05:02 PM,05/19/2020  05:02 PM,0
V,Archived,FACILITIES MGMT: Traffic Signals & Signs,"100–150 Florida Ave Macon GA 31204, United States",05/19/2020  10:10 PM,05/20/2020  08:22 AM,05/20/2020  11:44 AM,0.565277778
,Archived,P-WORKS: Pot hole,"Bethlea Ave Macon, GA, 31204, USA",05/20/2020  07:24 AM,05/20/2020  07:25 AM,05/20/2020  07:25 AM,0.000694444
,Archived,PROPERTY MAINT - COMMERCIAL,"2016 - 2020 Ingleside Ave Macon, GA, 31204, USA",05/20/2020  03:38 PM,05/22/2020  08:30 AM,06/25/2020  08:41 AM,35.71041667
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2739 Hillcrest Ave Macon, GA, 31204, USA",05/20/2020  03:55 PM,08/17/2020  12:56 PM,08/24/2020  01:00 PM,95.87847222
,Archived,PROPERTY MAINT - Yards\Premises OR Vacant lot,"2733 Hillcrest Ave Macon, GA, 31204, USA",05/20/2020  03:57 PM,05/21/2020  06:56 AM,05/21/2020  03:42 PM,0.989583333
,Archived,P-WORKS: Pot hole,"Hillcrest Ave Macon, GA, 31204, USA",05/20/2020  05:05 PM,05/20/2020  05:06 PM,05/20/2020  05:07 PM,0.001388889
,Archived,RECREATION: Playground,"Atkins Dr Macon, GA, 31204, USA",05/20/2020  08:23 PM, ,07/09/2020  04:25 PM,49.83472222
,Archived,ADS: Recycling Cart,"2605 Stanislaus Plaza Macon, GA 31204, USA",05/21/2020  06:28 AM,05/26/2020  09:11 AM,06/05/2020  11:35 AM,15.21319444
,Archived,BEAUTIFICATION: Tree - Diseased and /or Dead,"2605 Stanislaus Cir Macon, GA 31204, USA",05/21/2020  06:39 AM,05/21/2020  09:13 AM,08/24/2020  07:55 AM,95.05277778
,Archived,S-WASTE: Illegal dumping,"3081 Gordon St Macon, GA, 31204, USA",05/21/2020  11:04 AM, ,07/09/2020  04:34 PM,49.22916667
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2150 Old Holton Rd Macon GA 31204, United States",05/21/2020  01:18 PM, ,06/18/2020  10:26 AM,27.88055556
PH,Archived,ADS: Garbage Cart Replacement,"199 Forest Ave Macon, GA, 31204, USA",05/21/2020  01:35 PM,05/28/2020  01:28 PM,06/01/2020  09:28 AM,10.82847222
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2195 Ingleside Ave Macon GA 31204, United States",05/21/2020  05:22 PM,08/17/2020  01:03 PM,08/24/2020  12:54 PM,94.81388889
,Archived,ADS: Garbage Cart Replacement,"574 Saint Francis St Macon, GA, 31204, USA",05/22/2020  09:24 AM,06/09/2020  01:32 PM,07/29/2020  02:12 PM,68.2
,Archived,ADS: Garbage Missed Pick-up,"614 Bell Ave Macon, GA, 31204, USA",05/22/2020  10:26 AM,05/27/2020  01:02 PM,05/30/2020  12:18 PM,8.077777778
,Archived,ADS: Garbage Cart Replacement,"753 Malwood Dr Macon, GA, 31204, USA",05/22/2020  10:30 AM,06/09/2020  01:29 PM,07/29/2020  12:13 PM,68.07152778
V,Archived,ADS: Recycling Missed Pick-up,"266 Calloway Dr Macon GA 31204, United States",05/22/2020  11:34 AM,05/22/2020  01:59 PM,05/30/2020  12:54 PM,8.055555556
,Archived,ADS: Garbage Missed Pick-up,"Cowan Dr Macon, GA, 31204, USA",05/22/2020  11:44 AM,05/28/2020  06:46 AM,06/10/2020  12:09 PM,19.01736111
,Archived,S-WASTE: Illegal dumping,"971 Bartlett St Macon, GA, 31204, USA",05/22/2020  01:27 PM, ,07/09/2020  04:35 PM,48.13055556
,Archived,FACILITIES MGMT: Traffic Signals & Signs,"2492 Kingsley Dr Macon, GA, 31204, USA",05/22/2020  03:03 PM,05/22/2020  03:15 PM,05/22/2020  04:02 PM,0.040972222
,Archived,Additional Trash,"2411 Old Holton Rd Macon, GA, 31204, USA",05/22/2020  04:11 PM,05/27/2020  10:24 AM,08/24/2020  01:31 PM,93.88888889
,Archived,ADS: Garbage Missed Pick-up,"446 Bonnie Dr Macon, GA, 31204, USA",05/22/2020  04:20 PM,05/28/2020  06:55 AM,05/28/2020  06:55 AM,5.607638889
,Archived,ADS: Recycling Missed Pick-up,"788 Thurmond Dr Macon, GA 31204, USA",05/22/2020  07:31 PM,05/28/2020  06:57 AM,06/04/2020  10:33 AM,12.62638889
,Archived,BEAUTIFICATION: Tree - Down,"2610 Stanislaus Plaza Macon GA 31204, United States",05/23/2020  07:49 AM,05/29/2020  07:08 AM,06/04/2020  01:26 PM,12.23402778
,Archived,ADS: Garbage Cart,"2511 Napier Ave Macon GA 31204, United States",05/23/2020  02:53 PM,06/09/2020  01:23 PM,06/09/2020  01:23 PM,16.9375
,Archived,S-WASTE: Furniture/Appliances,"2511 Napier Ave Macon GA 31204, United States",05/23/2020  02:55 PM,08/17/2020  01:12 PM,08/24/2020  01:29 PM,92.94027778
V,Archived,ADS: Recycling Missed Pick-up,"2311 Clayton St Macon, GA, 31204, USA",05/23/2020  07:34 PM,05/28/2020  11:00 AM,06/04/2020  10:42 AM,11.63055556
V,Archived,P-WORKS: Cut Right-Of-Way,"Clayton St & Rogers Ave Macon, GA, 31204, USA",05/23/2020  07:40 PM,05/26/2020  07:31 AM,06/02/2020  09:51 AM,9.590972222
,Archived,ADS: Recycling Cart,"832 Malwood Dr Macon GA 31204, United States",05/24/2020  08:38 AM,05/26/2020  08:53 AM,06/05/2020  11:03 AM,12.10069444
,Archived,S-WASTE: Furniture/Appliances,"857 Windsor Rd Macon GA 31204, United States",05/24/2020  12:15 PM, ,06/27/2020  12:08 AM,33.49513889
,Archived,PROPERTY MAINT - COMMERCIAL,"2960 Riverside Dr Macon GA 31204, United States",05/24/2020  12:20 PM,05/27/2020  09:21 AM,06/19/2020  04:28 PM,26.17222222
V,Open,TRAFFIC ENG: Sign Installation,"248 Clisby Pl Macon, GA 31204, USA",05/25/2020  02:15 PM, , ,#VALUE!
V,Archived,BEAUTIFICATION: Downtown Streets & Alleys,"122 Cleveland Ave Macon, GA, 31204, USA",05/25/2020  04:24 PM,05/29/2020  02:08 PM,06/25/2020  08:39 AM,30.67708333
,Archived,ADS: Garbage Cart,"3042 Castlewoods Dr Macon, GA, 31204, USA",05/26/2020  02:25 PM,05/28/2020  03:40 PM,06/05/2020  11:18 AM,9.870138889
,Archived,P-WORKS: Right-of-Way,"Old Holton Rd & Pierce Ave Macon, GA, 31204, USA",05/26/2020  02:30 PM,05/26/2020  02:42 PM,05/27/2020  02:49 PM,1.013194444
,Archived,ADS: Garbage Cart,"3042 Castlewoods Dr Macon, GA, 31204, USA",05/26/2020  02:51 PM,05/28/2020  03:09 PM,06/05/2020  11:17 AM,9.851388889
,Archived,P-WORKS: Pot hole,"Lawton Ave Macon, GA, 31201, USA",05/26/2020  03:11 PM,05/26/2020  03:11 PM,05/26/2020  03:12 PM,0.000694444
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"595 Pinecrest Rd Macon GA 31204, United States",05/26/2020  04:04 PM,08/24/2020  01:13 PM,08/24/2020  01:14 PM,89.88194444
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"170 Pierce Ave Macon, GA 31204, USA",05/27/2020  08:05 AM,08/24/2020  01:16 PM,08/24/2020  01:16 PM,89.21597222
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2700 Cherry Ave Macon, GA, 31204, USA",05/27/2020  08:24 AM, ,07/09/2020  04:39 PM,43.34375
,Archived,P-WORKS: Sidewalk,"1923 Hardeman Ave Macon GA 31201, United States",05/27/2020  11:05 AM,05/27/2020  12:51 PM,06/11/2020  09:56 AM,14.95208333
,Archived,ADS: Garbage Cart Replacement,"1171 Holt Ave Macon, GA, 31204, USA",05/27/2020  12:15 PM,05/28/2020  03:00 PM,07/29/2020  11:45 AM,62.97916667
V,Archived,S-WASTE: Tires,"243 Cleveland Ave Macon, GA, 31204, USA",05/27/2020  11:14 PM,08/24/2020  01:17 PM,08/24/2020  01:37 PM,88.59930556
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"455 Adrian Pl Macon, GA, 31204, USA",05/28/2020  06:20 AM,07/20/2020  08:47 AM,07/21/2020  03:23 PM,54.37708333
PH,Acknowledged,ADS: Garbage Cart Replacement,"2158 Mutual Ave Macon, GA, 31204, USA",05/28/2020  09:45 AM,05/28/2020  02:30 PM, ,#VALUE!
,Archived,ADS: Recycling Cart,"2990 Malvern Hill Dr Macon, GA, 31204, USA",05/28/2020  10:37 AM,06/02/2020  08:29 AM,06/22/2020  10:29 AM,24.99444444
,Archived,P-WORKS: Pot hole,"801–899 Edward Pl Macon GA 31204, United States",05/28/2020  02:27 PM,06/01/2020  07:41 AM,06/03/2020  08:02 AM,5.732638889
PH,Archived,S-WASTE: Illegal dumping,"Ferguson St Macon, GA, 31204, USA",05/28/2020  04:12 PM, ,07/09/2020  04:50 PM,42.02638889
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"3050 General Lee Rd Macon, GA, 31204, USA",05/28/2020  04:34 PM,08/24/2020  01:33 PM,08/24/2020  01:34 PM,87.875
,Archived,P-WORKS: Litter,"Napier Ave Macon, GA, 31204, USA",05/29/2020  08:24 AM,05/29/2020  08:24 AM,05/29/2020  08:24 AM,0
,Archived,P-WORKS: Litter,"Hillcrest Ave Macon, GA, 31204, USA",05/29/2020  08:25 AM,05/29/2020  08:25 AM,05/29/2020  08:26 AM,0.000694444
,Archived,PROPERTY MAINT - Abandoned/ Inoperable/Junk Cars or Vehicles,"3139 Georgia Pl Macon, GA 31204, USA",05/29/2020  10:12 AM,06/03/2020  12:40 PM,06/03/2020  12:43 PM,5.104861111
,Archived,ADS: Garbage Cart,"2462 Kingsley Dr Macon, GA, 31204, USA",05/29/2020  10:13 AM,06/16/2020  10:29 AM,06/22/2020  10:55 AM,24.02916667
,Archived,ADS: Recycling Cart,"2462 Kingsley Dr Macon, GA, 31204, USA",05/29/2020  10:14 AM,06/02/2020  08:25 AM,06/22/2020  10:55 AM,24.02847222
V,Archived,ADS: Garbage Missed Pick-up,"2311 Clayton St Macon, GA, 31204, USA",05/29/2020  03:49 PM,05/29/2020  04:33 PM,05/29/2020  04:34 PM,0.03125
,Archived,ADS: Garbage Cart Replacement,"2411 Old Holton Rd Macon, GA, 31204, USA",05/29/2020  04:27 PM,06/16/2020  10:25 AM,07/25/2020  02:33 PM,56.92083333
V,Open,FACILITIES MGMT: Traffic Signals & Signs,"146 Hines Terr Macon GA 31204, United States",05/29/2020  04:35 PM, , ,#VALUE!
V,Archived,ADS: Additional/Extra Garbage Cart,"191 Hines Terr Macon GA 31204, United States",05/29/2020  04:47 PM,06/01/2020  08:52 AM,08/23/2020  08:41 PM,86.1625
,Archived,PROPERTY MAINT - Vacant\Abandoned\Dilapidated,"2514 S Nancelon Cir Macon GA 31204, United States",05/29/2020  06:18 PM,06/05/2020  03:18 PM,06/11/2020  08:02 AM,12.57222222
V,Archived,ADS: Garbage Missed Pick-up,"Buckingham Pl Macon, GA, 31204, USA",05/29/2020  07:17 PM,05/30/2020  12:44 PM,06/11/2020  06:50 AM,12.48125
V,Archived,ADS: Garbage Missed Pick-up,"171 Buckingham Pl Macon, GA, 31204, USA",05/29/2020  07:20 PM,05/30/2020  08:28 AM,06/11/2020  06:56 AM,12.48333333
V,Archived,P-WORKS: Cut Right-Of-Way,"2532 Vineville Ave Macon, GA, 31204, USA",05/29/2020  08:15 PM,06/01/2020  11:32 AM,06/02/2020  06:53 AM,3.443055556
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"1543 Colonial Dr Macon, GA, 31204, USA",05/30/2020  09:17 AM,08/17/2020  01:20 PM,08/17/2020  01:22 PM,79.17013889
,Archived,PROPERTY MAINT - Vacant\Abandoned\Dilapidated,"1550 Colonial Dr Macon, GA, 31204, USA",05/30/2020  09:30 AM,06/03/2020  12:30 PM,06/03/2020  12:35 PM,4.128472222
,Archived,ADS: Recycling Missed Pick-up,"760 Claburn Rd Macon, GA, 31204, USA",05/30/2020  02:03 PM,06/01/2020  07:46 AM,06/11/2020  07:01 AM,11.70694444
V,Archived,ADS: Garbage Missed Pick-up,"395 Buford Pl Macon, GA, 31204, USA",05/30/2020  06:34 PM,06/01/2020  08:12 AM,06/11/2020  07:03 AM,11.52013889
,Archived,P-WORKS: Cut Right-Of-Way,"839–847 Pierce Ave Macon GA 31204, United States",05/30/2020  07:28 PM,06/01/2020  11:31 AM,06/17/2020  05:10 PM,17.90416667
V,Archived,ADS: Garbage Cart Replacement,"238 Buford Pl Macon, GA 31204, USA",05/31/2020  12:26 PM,06/16/2020  10:22 AM,06/22/2020  12:07 PM,21.98680556
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"3079 General Lee Rd Macon, GA, 31204, USA",05/31/2020  02:08 PM,08/24/2020  01:47 PM,08/24/2020  01:47 PM,84.98541667
,Archived,P-WORKS: Streets,"3847 Overlook Ave Macon GA 31204, United States",05/31/2020  07:01 PM,06/01/2020  08:00 AM,06/01/2020  12:38 PM,0.734027778
,Open,TRAFFIC ENG: Study Request,"3890 Overlook Ave Macon GA 31204, United States",05/31/2020  07:05 PM, , ,#VALUE!
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2922 Victoria Cir Macon, GA, 31204, USA",05/31/2020  09:41 PM, ,06/26/2020  11:28 AM,25.57430556
,Archived,ADS: Garbage Missed Pick-up,"674 Lee Rd Macon GA 31204, United States",06/01/2020  07:24 AM,06/01/2020  09:11 AM,06/17/2020  11:56 AM,16.18888889
,Archived,P-WORKS: Cut Right-Of-Way,"Old Holton Rd Macon, GA, 31204, USA",06/01/2020  10:00 AM,06/01/2020  10:00 AM,08/11/2020  04:56 PM,71.28888889
,Open,FACILITIES MGMT: Traffic Signals & Signs,"1707 Swan Dr Macon, GA, 31204, USA",06/01/2020  10:02 AM, , ,#VALUE!
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2354 Old Holton Rd Macon, GA, 31204, USA",06/01/2020  10:04 AM,08/17/2020  01:34 PM,08/24/2020  01:42 PM,84.15138889
V,Acknowledged,ADS: Garbage Cart Replacement,"145 Pierce Ave Macon, GA, 31204, USA",06/01/2020  01:17 PM,06/26/2020  01:45 PM, ,#VALUE!
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2864 Forest Ridge Dr Macon, GA, 31204, USA",06/01/2020  07:07 PM,08/17/2020  01:39 PM,08/24/2020  02:03 PM,83.78888889
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"1397 Winton Ave Macon, GA, 31204, USA",06/02/2020  07:07 AM,08/17/2020  01:40 PM,08/24/2020  01:59 PM,83.28611111
,Archived,S-WASTE: Illegal dumping,"Ajax St Macon, GA, 31204, USA",06/02/2020  09:11 AM,08/17/2020  01:41 PM,08/24/2020  01:58 PM,83.19930556
,Archived,PROPERTY MAINT - Vacant\Abandoned\Dilapidated,"3548 Brookdale Ave Macon, GA, 31204, USA",06/02/2020  10:21 AM,06/03/2020  07:58 AM,06/04/2020  07:20 AM,1.874305556
PH,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"169 Ward St Macon, GA, 31204, USA",06/02/2020  10:54 AM,08/17/2020  01:44 PM,08/24/2020  01:55 PM,83.12569444
,Archived,ADS: Garbage Cart Replacement,"753 Malwood Dr Macon, GA, 31204, USA",06/02/2020  02:03 PM,06/09/2020  01:45 PM,07/29/2020  12:13 PM,56.92361111
PH,Archived,ADS: Recycling Cart,"284 Pursley St Macon, GA, 31201, USA",06/02/2020  03:41 PM,06/04/2020  03:47 PM,06/16/2020  09:44 AM,13.75208333
V,Archived,PROPERTY MAINT - Vacant\Abandoned\Dilapidated,"2283 Clayton St Macon, GA, 31204, USA",06/02/2020  03:58 PM,06/05/2020  03:16 PM,06/25/2020  08:38 AM,22.69444444
V,Archived,S-WASTE: Furniture/Appliances,"281 Calloway Dr Macon, GA, 31204, USA",06/02/2020  05:36 PM,08/17/2020  01:50 PM,08/24/2020  01:52 PM,82.84444444
,Archived,ADS: Garbage Cart Replacement,"725 Thurmond Dr Macon, GA, 31204, USA",06/02/2020  05:57 PM,06/09/2020  01:42 PM,07/29/2020  12:50 PM,56.78680556
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"725 Thurmond Dr Macon, GA, 31204, USA",06/02/2020  05:59 PM, ,06/18/2020  10:46 AM,15.69930556
,Archived,S-WASTE: Furniture/Appliances,"2452 Kingsley Dr Macon GA 31204, United States",06/03/2020  07:23 AM,08/17/2020  01:53 PM,08/24/2020  01:49 PM,82.26805556
,Archived,P-WORKS: Streets,"3875 Overlook Ave Macon GA 31204, United States",06/03/2020  11:20 AM,06/03/2020  11:35 AM,06/09/2020  02:59 PM,6.152083333
,Archived,ADS: Garbage Missed Pick-up,"1210 Winton Ave Macon, GA, 31204, USA",06/03/2020  02:02 PM,06/04/2020  10:17 AM,08/24/2020  02:03 PM,82.00069444
V,Archived,FACILITIES MGMT: Traffic Signals & Signs,"2559–2599 Vineville Ave Macon GA 31204, United States",06/03/2020  02:31 PM,06/03/2020  03:02 PM,06/08/2020  03:57 PM,5.059722222
,Archived,P-WORKS: Clean Macon Bibb Owned Property,"Brookdale Ave Macon, GA, 31204, USA",06/03/2020  03:40 PM,06/03/2020  03:40 PM,06/25/2020  06:45 AM,21.62847222
,Archived,ADS: Recycling Cart,"1371 Blackmon Ave Macon, GA, 31204, USA",06/03/2020  05:38 PM,08/17/2020  01:54 PM,08/24/2020  02:13 PM,81.85763889
,Archived,PROPERTY MAINT - Yards\Premises OR Vacant lot,"1387 Blackmon Ave Macon, GA, 31204, USA",06/03/2020  05:42 PM,06/05/2020  03:16 PM,06/25/2020  08:37 AM,21.62152778
V,Archived,S-WASTE: Animal - Dead Pickup Request,"Pierce Aly Macon, GA, 31204, USA",06/03/2020  07:42 PM, ,07/01/2020  09:52 AM,27.59027778
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"794 Malwood Dr Macon GA 31204, United States",06/03/2020  08:56 PM,08/17/2020  01:54 PM,08/24/2020  02:13 PM,81.72013889
,Archived,P-WORKS: Street/Asphalt,"2950 Victoria Cir Macon, GA 31204, USA",06/04/2020  02:56 AM,06/04/2020  07:11 AM,06/23/2020  05:03 PM,19.58819444
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2504 Nancelon Cir S Macon, GA, 31204, USA",06/04/2020  12:24 PM,08/17/2020  01:49 PM,08/24/2020  02:22 PM,81.08194444
,Archived,ADS: Garbage Cart,"1768 Arlington Park Macon, GA, 31204, USA",06/04/2020  01:29 PM,06/04/2020  04:00 PM,06/17/2020  02:28 PM,13.04097222
V,Archived,P-WORKS: Sidewalk,"Oak Haven Ave & Vineville Ave Macon, GA, 31204, USA",06/04/2020  02:17 PM,06/04/2020  03:00 PM,06/09/2020  05:21 PM,5.127777778
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"634 Woodridge Dr Macon GA 31204, United States",06/04/2020  03:19 PM, ,06/10/2020  11:18 AM,5.832638889
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"637 Wimbish Rd Macon GA 31210, United States",06/04/2020  03:21 PM, ,06/11/2020  06:30 PM,7.13125
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"633 Woodridge Dr Macon GA 31204, United States",06/04/2020  03:22 PM, ,07/11/2020  12:39 AM,36.38680556
